BSNS_MBY_NM,CNTRCT_CNCLS_BGNDE,CNTRCT_CNCLS_ENDDE,GNRL_RCEPT_BGNDE,GNRL_RCEPT_ENDDE,HMPG_ADRES,HOUSE_MANAGE_NO,HOUSE_NM,HOUSE_SECD,HOUSE_SECD_NM,HSSPLY_ADRES,HSSPLY_ZIP,MDHS_TELNO,MVN_PREARNGE_YM,PBLANC_NO,PBLANC_URL,PRZWNER_PRESNATN_DE,RCRIT_PBLANC_DE,SPSPLY_RCEPT_BGNDE,SPSPLY_RCEPT_ENDDE,SUBSCRPT_RCEPT_BGNDE,SUBSCRPT_RCEPT_ENDDE,TOT_SUPLY_HSHLDCO
신한자산신탁주식회사,2022-08-12,2022-08-12,,,http://수성포레스트스위첸.com,2022910228,수성포레스트스위첸,04,무순위/잔여세대,대구광역시 수성구 파동로28길 11-9(파동),42231,0532441000,202501,2022910228,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910228&pblancNo=2022910228,2022-08-05,2022-07-28,,,2022-08-02,2022-08-02,3
경남기업(주),2022-08-12,2022-08-12,,,http://www.장흥역경남아너스빌.kr,2022910221,장흥역 경남아너스빌 북한산뷰 B-1(4)블럭(1단지),04,무순위/잔여세대,경기도 양주시 장흥면 일영리 87-3외 26필지(일영지구 B-1(4)블럭),11520,15335250,202503,2022910221,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910221&pblancNo=2022910221,2022-08-05,2022-07-28,,,2022-08-02,2022-08-02,250
코리아신탁(주),2022-08-12,2022-08-12,,,http://www.리체스트.com,2022910229,용문역 리체스트,04,무순위/잔여세대,"대전광역시 서구 용문동 589-14,15,18",35300,0425280802,202308,2022910229,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910229&pblancNo=2022910229,2022-08-05,2022-07-27,,,2022-08-02,2022-08-02,21
디엘이앤씨 주식회사,2022-08-11,2022-08-11,,,https://www.elife.co.kr,2022910222,e편한세상 옥정 리더스가든,04,무순위/잔여세대,경기도 양주시 옥정동 옥정택지개발지구 A-24BL,11469,0318661888,202405,2022910222,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910222&pblancNo=2022910222,2022-08-04,2022-07-27,,,2022-08-01,2022-08-01,28
(주)대우건설,2022-08-11,2022-08-11,,,https://www.prugio.com/ht/2022/yeongtong2/,2022910216,영통 푸르지오 파인베르(A2BL),04,무순위/잔여세대,경기도 수원시 영통구 망포동 종전부동산 망포지구 A2블록 (망포동 234-6번지 일원),16686,15991566,202503,2022910216,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910216&pblancNo=2022910216,2022-08-04,2022-07-27,,,2022-08-01,2022-08-01,43
(주)대우건설,2022-08-11,2022-08-11,,,https://www.prugio.com/ht/2022/yeongtong1/,2022910215,영통 푸르지오 트레센츠(A1BL),04,무순위/잔여세대,경기도 수원시 영통구 망포동 종전부동산 망포지구 A1블록 (망포동 234-7번지 일원),16686,15991566,202503,2022910215,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910215&pblancNo=2022910215,2022-08-04,2022-07-27,,,2022-08-01,2022-08-01,98
한국자산신탁(주),2022-08-11,2022-08-11,,,http://dgstar-xi.co.kr,2022910227,대구역자이 더 스타,04,무순위/잔여세대,대구광역시 북구 칠성동2가 500-2번지 일원,41581,16440260,202504,2022910227,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910227&pblancNo=2022910227,2022-08-04,2022-07-26,,,2022-08-01,2022-08-01,3
코리아신탁주식회사,2022-08-11,2022-08-11,,,https://www.the1st-city.co.kr/,2022910225,더퍼스트시티 송도,04,무순위/잔여세대,인천광역시 연수구 해돋이로 160-15 더퍼스트시티 송도,22002,0328515151,202208,2022910225,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910225&pblancNo=2022910225,2022-08-04,2022-07-26,,,2022-08-01,2022-08-01,129
동화3지구지역주택조합,2022-08-08,2022-08-08,,,http://bdparagon.com,2022910226,봉담 파라곤,04,무순위/잔여세대,경기도 화성시 봉담읍 동화리 228번지 일원(동화3지구 지역주택조합 공동주택 건설사업) ,18303,15662387,202305,2022910226,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910226&pblancNo=2022910226,2022-08-04,2022-07-25,,,2022-08-01,2022-08-01,5
시에스네트웍스(주),2022-08-12,2022-08-16,,,http://cantavilsuyu.co.kr,2022910223,칸타빌 수유팰리스,04,무순위/잔여세대,서울특별시 강북구 수유동 179-2외 4필지,01053,029999995,202208,2022910223,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910223&pblancNo=2022910223,2022-08-05,2022-07-25,,,2022-08-01,2022-08-01,26
케이비부동산신탁주식회사,2022-08-08,2022-08-08,,,http://www.이안모란센트럴파크.com,2022910218,이안 모란 센트럴파크,04,무순위/잔여세대,경기도 성남시 중원구 하대원동 147-5번지,13407,0317560250,202209,2022910218,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910218&pblancNo=2022910218,2022-08-01,2022-07-22,,,2022-07-27,2022-07-27,74
한국자산신탁(주),2022-08-08,2022-08-08,,,https://www.dlcon-apt.co.kr/,2022910217,e편한세상 안성 그랑루체,04,무순위/잔여세대,경기도 안성시 당왕동 42번지 일원,17584,0316771370,202410,2022910217,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910217&pblancNo=2022910217,2022-08-01,2022-07-22,,,2022-07-27,2022-07-27,1
사직지역주택조합,2022-08-05,2022-08-05,,,http://www.사직하늘채리센티아.com,2022910220,사직 하늘채 리센티아,04,무순위/잔여세대,부산광역시 동래구 사직동 566-3번지 일원,47867,0519349888,202405,2022910220,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910220&pblancNo=2022910220,2022-07-29,2022-07-21,,,2022-07-26,2022-07-26,1
(주)미연건설,2022-08-05,2022-08-05,,,,2022910219,광안 스윗팰리스,04,무순위/잔여세대,부산광역시 수영구 광안동 74-5번지 외 2필지,48266,0517597890,202208,2022910219,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910219&pblancNo=2022910219,2022-07-29,2022-07-21,,,2022-07-26,2022-07-26,63
골드에스비건설(주),2022-08-05,2022-08-05,,,http://br.goldclass.co.kr/,2022910211,광주 방림 골드클래스,04,무순위/잔여세대,광주광역시 남구 방림동1-1번지 일원,61676,0622272278,202310,2022910211,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910211&pblancNo=2022910211,2022-07-29,2022-07-21,,,2022-07-26,2022-07-26,3
케이비부동산신탁(주),2022-08-11,2022-08-13,,,http://www.prahills-sosa.com/,2022910214,현대 프라힐스 소사역 더프라임,04,무순위/잔여세대,경기도 부천시 소사본동 70-7외 6필지,14704,0323282001,202407,2022910214,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910214&pblancNo=2022910214,2022-07-29,2022-07-20,,,2022-07-25,2022-07-26,42
디에스네트웍스(주),2022-08-01,2022-08-01,,,http://www.sdsk.co.kr,2022910192,송도 Luxe Ocean SK VIEW,04,무순위/잔여세대,"인천광역시 연수구 송도동 396-1(송도랜드마크시티 6, 8공구 A9블록)",22025,15336809,202503,2022910192,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910192&pblancNo=2022910192,2022-07-28,2022-07-20,,,2022-07-25,2022-07-25,3
(주)무궁화신탁,2022-08-04,2022-08-04,,,http://www.의정부역월드메르디앙스마트시티.com,2022910213,의정부월드메르디앙 (청약접수전 반드시 대표전화 문의바람 재당첨제한 7년),04,무순위/잔여세대,경기도 의정부시 둔야로 19(의정부동),11649,16000232,202308,2022910213,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910213&pblancNo=2022910213,2022-07-28,2022-07-19,,,2022-07-25,2022-07-25,4
(주)무궁화신탁,2022-08-04,2022-08-04,,,https://hanwha.forena.co.kr/mia,2022910212,한화 포레나 미아,04,무순위/잔여세대,서울특별시 강북구 솔샘로 265일대(미아동 705-1일원),01178,15332829,202511,2022910212,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910212&pblancNo=2022910212,2022-07-29,2022-07-18,,,2022-07-25,2022-07-25,74
마전지구 지역주택조합,2022-08-04,2022-08-05,,,http://mj-yangwoo.co.kr/,2022910210,마전 양우 내안애 퍼스트힐,04,무순위/잔여세대,"인천광역시 서구 검단로609번길 23(마전동, 양우내안애 퍼스트힐)",22601,0322290011,202208,2022910210,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910210&pblancNo=2022910210,2022-07-28,2022-07-18,,,2022-07-25,2022-07-25,28
임곡3지구주택재개발정비사업조합,2022-08-01,2022-08-01,,,https://xi.co.kr/pyeongchon,2022910206,평촌자이아이파크,04,무순위/잔여세대,경기도 안양시 동안구 비산동 515-2번지 일원,13916,0221545991,202209,2022910206,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910206&pblancNo=2022910206,2022-07-25,2022-07-15,,,2022-07-20,2022-07-20,35
케이비부동산신탁주식회사,2022-07-25,2022-07-25,,,https://초읍월드메르디앙에듀포레.com,2022910209,초읍 월드메르디앙 에듀포레,04,무순위/잔여세대,부산광역시 부산진구 초읍동 529-14번지 일원,47113,0515542979,202404,2022910209,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910209&pblancNo=2022910209,2022-07-21,2022-07-13,,,2022-07-18,2022-07-18,54
신림 스카이 아파트,2022-07-27,2022-07-27,,,,2022910208,신림스카이아파트,04,무순위/잔여세대,"서울특별시 관악구 신림로 185(신림동, 신림 스카이 아파트)",08845,028779273,202208,2022910208,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910208&pblancNo=2022910208,2022-07-21,2022-07-13,,,2022-07-18,2022-07-18,4
(주)한라,2022-07-28,2022-07-29,,,http://brand.halla.co.kr/bucheon,2022910207,소사역 한라비발디 프레스티지,04,무순위/잔여세대,경기도 부천시 소사본동 70-12 일원,14704,15226050,202401,2022910207,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910207&pblancNo=2022910207,2022-07-21,2022-07-13,,,2022-07-18,2022-07-18,63
미추1구역주택재개발정비사업조합,2022-07-28,2022-07-28,,,http://www.주안센트럴파라곤.com,2022910204,주안 센트럴 파라곤,04,무순위/잔여세대,인천광역시 미추홀구 주안2동 590-22번지 일원,22140,16008144,202512,2022910204,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910204&pblancNo=2022910204,2022-07-21,2022-07-11,,,2022-07-18,2022-07-18,20
(주)무궁화신탁,2022-07-25,2022-07-25,,,http://hj2-goldclass.com,2022910205,광주 화정 골드클래스 2차,04,무순위/잔여세대,광주광역시 서구 화정동 23-191번지 일원,61938,0625277770,202501,2022910205,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910205&pblancNo=2022910205,2022-07-18,2022-07-08,,,2022-07-13,2022-07-13,5
신영부동산신탁 주식회사,2022-07-25,2022-07-25,,,https://www.prugio.com/hc/2022/munsuro/,2022910203,문수로 푸르지오 어반피스,04,무순위/잔여세대,울산광역시 남구 신정동 1266-6번지 일원,44658,0522564000,202606,2022910203,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910203&pblancNo=2022910203,2022-07-18,2022-07-08,,,2022-07-13,2022-07-13,17
대한토지신탁(주),2022-07-25,2022-07-25,,,https://m.blog.naver.com/k3ppp,2022910199,구서 남평 N-CITY,04,무순위/잔여세대,부산광역시 금정구 구서동 162-10번지,46229,0515172588,202208,2022910199,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910199&pblancNo=2022910199,2022-07-18,2022-07-08,,,2022-07-13,2022-07-13,17
경남기업(주),2022-07-22,2022-07-22,,,http://www.장흥역경남아너스빌.kr,2022910202,장흥역 경남아너스빌 북한산뷰 B-1(5)블럭(2단지),04,무순위/잔여세대,경기도 양주시 장흥면 일영리 377외 29필지,11520,15335250,202503,2022910202,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910202&pblancNo=2022910202,2022-07-15,2022-07-07,,,2022-07-12,2022-07-12,116
금곡역지역주택조합,2022-07-22,2022-07-22,,,http://nyj-thehue.com/,2022910201,금곡역한신더휴,04,무순위/잔여세대,경기도 남양주시 금곡동 404-20번지 일원,12234,15668988,202502,2022910201,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910201&pblancNo=2022910201,2022-07-15,2022-07-07,,,2022-07-12,2022-07-12,1
대신자산신탁주식회사,2022-07-22,2022-07-22,,,https://www.중앙하이츠더힐.com,2022910200,중앙하이츠 더힐,04,무순위/잔여세대,부산광역시 사하구 신평동 444-1번지 일원,49422,15227607,202409,2022910200,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910200&pblancNo=2022910200,2022-07-15,2022-07-07,,,2022-07-12,2022-07-12,52
주식회사 하나자산신탁,2022-07-22,2022-07-22,,,http://www.dawartriche.com/,2022910197,창동 다우아트리체 주상복합 아파트,04,무순위/잔여세대,서울특별시 도봉구 창동 662-7번지 일원,01400,16684888,202502,2022910197,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910197&pblancNo=2022910197,2022-07-15,2022-07-07,,,2022-07-12,2022-07-12,63
(주)길성종합건설,2022-07-22,2022-07-22,,,http://www.kilsung.co.kr,2022910191,부천 원종 길성그랑프리텔,04,무순위/잔여세대,"경기도 부천시 소사로748번길 29(원종동, 길성그랑프리텔)",14424,0326716788,202207,2022910191,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910191&pblancNo=2022910191,2022-07-15,2022-07-07,,,2022-07-12,2022-07-12,3
동화3지구지역주택조합,2022-07-19,2022-07-19,,,http://bdparagon.com,2022910196,봉담 파라곤,04,무순위/잔여세대,경기도 화성시 봉담읍 동화리 228번지 일원(동화3지구 지역주택조합 공동주택 건설사업) ,18303,15662387,202305,2022910196,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910196&pblancNo=2022910196,2022-07-14,2022-07-04,,,2022-07-11,2022-07-11,19
지제센토피아지역주택조합,2022-07-21,2022-07-21,,,http://thesharp-jijecentralpark1.kr/,2022910188,더샵 지제역 센트럴파크 1BL,04,무순위/잔여세대,"경기도 평택시 지제동삭1로 163(동삭동, 더샵지제역센트럴파크1BL아파트)",18028,16886014,202208,2022910188,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910188&pblancNo=2022910188,2022-07-14,2022-07-04,,,2022-07-11,2022-07-11,1
우리자산신탁 주식회사,2022-07-18,2022-07-18,,,http://www.seodaejeon-adelium.com/,2022910195,서대전 한국아델리움,04,무순위/잔여세대,대전광역시 중구 당디로124번길 13-1(유천동),34977,0428244493,202411,2022910195,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910195&pblancNo=2022910195,2022-07-11,2022-07-01,,,2022-07-06,2022-07-06,20
(주)무궁화신탁,2022-07-15,2022-07-15,,,http://www.의정부역월드메르디앙스마트시티.com,2022910194,의정부역 월드메르디앙 스마트시티,04,무순위/잔여세대,경기도 의정부시 둔야로 19(의정부동),11649,16000232,202308,2022910194,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910194&pblancNo=2022910194,2022-07-08,2022-06-30,,,2022-07-05,2022-07-05,4
시에스네트웍스(주),2022-07-15,2022-07-18,,,http://cantavilsuyu.co.kr,2022910193,칸타빌 수유팰리스,04,무순위/잔여세대,서울특별시 강북구 수유동 179-2외 4필지,01053,029999995,202207,2022910193,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910193&pblancNo=2022910193,2022-07-08,2022-06-30,,,2022-07-05,2022-07-05,29
코리아신탁(주),2022-07-15,2022-07-15,,,http://www.리체스트.com,2022910190,용문역 리체스트,04,무순위/잔여세대,"대전광역시 서구 용문동 589-14,15,18",35300,0425280802,202308,2022910190,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910190&pblancNo=2022910190,2022-07-08,2022-06-30,,,2022-07-05,2022-07-05,21
도원주택건설,2022-07-14,2022-07-14,,,http://ionecity.kr/,2022910189,부천 원종 아이원시티,04,무순위/잔여세대,경기도 부천시 소사로748번길 57-14(원종동),14424,18117734,202207,2022910189,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910189&pblancNo=2022910189,2022-07-07,2022-06-29,,,2022-07-04,2022-07-04,8
경기주택도시공사,2022-07-21,2022-07-21,,,https://www.prugio.com/house/2019/dasan,2022910185,다산신도시　자연앤푸르지오　(공공분양),04,무순위/잔여세대,경기도 남양주시 다산동 일원 다산지금공공주택지구 A-4블럭 (경기도 남양주시 다산중앙로82번안길 74),12249,15884101,202209,2022910185,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910185&pblancNo=2022910185,2022-07-14,2022-06-29,,,2022-07-11,2022-07-11,1
인천 신흥동3가 지역주택조합,2022-07-15,2022-07-15,,,http://숭의역엘크루.com,2022910187,인천 신흥동 3가 숭의역 엘크루,04,무순위/잔여세대,인천광역시 중구 신흥동3가 7-79 외 25필지,22330,15996385,202504,2022910187,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910187&pblancNo=2022910187,2022-07-08,2022-06-28,,,2022-07-04,2022-07-05,8
연무프라임,2022-07-14,2022-07-14,,,http://sgg-parkview.com,2022910186,서광교 파크뷰,04,무순위/잔여세대,경기도 수원시 장안구 연무동 18-2 외 2필지,16214,0313563222,202207,2022910186,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910186&pblancNo=2022910186,2022-07-07,2022-06-27,,,2022-07-04,2022-07-04,29
주식회사 세종건설,2022-07-11,2022-07-12,,,https://www.평택세종헤르메스.com,2022910184,평택청북 세종 헤르메스,04,무순위/잔여세대,경기도 평택시 청북읍 옥길리 1158-7,17808,18000041,202501,2022910184,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910184&pblancNo=2022910184,2022-07-04,2022-06-24,,,2022-06-29,2022-06-29,129
(주)무궁화신탁,2022-07-11,2022-07-11,,,https://hanwha.forena.co.kr/mia,2022910182,한화 포레나 미아,04,무순위/잔여세대,서울특별시 강북구 솔샘로 265일대(미아동 705-1일원),01178,15332829,202511,2022910182,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910182&pblancNo=2022910182,2022-07-04,2022-06-24,,,2022-06-29,2022-06-29,82
코리아신탁(주),2022-07-12,2022-07-12,,,http://www.sujain-de.co.kr,2022910180,조례 한양수자인 디에디션,04,무순위/잔여세대,전라남도 순천시 조례동 1519-1번지 일원,57934,0617417700,202506,2022910180,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910180&pblancNo=2022910180,2022-07-05,2022-06-24,,,2022-06-29,2022-06-29,98
신한자산신탁주식회사,2022-07-11,2022-07-11,,,http://www.lapenthill.com,2022910176,라펜트 힐,04,무순위/잔여세대,광주광역시 광산구 월계동     870-1번지 일원,62277,15333030,202503,2022910176,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910176&pblancNo=2022910176,2022-07-04,2022-06-24,,,2022-06-29,2022-06-29,2
케이비부동산신탁주식회사,2022-07-07,2022-07-08,,,https://초읍월드메르디앙에듀포레.com,2022910181,초읍 월드메르디앙 에듀포레,04,무순위/잔여세대,부산광역시 부산진구 초읍동 529-14번지 일원,47113,0515542979,202404,2022910181,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910181&pblancNo=2022910181,2022-07-04,2022-06-23,,,2022-06-28,2022-06-28,61
아시아신탁주식회사,2022-07-08,2022-07-08,,,http://수성포레스트스위첸.com,2022910178,수성포레스트스위첸,04,무순위/잔여세대,대구광역시 수성구 파동로28길 11-9(파동),42231,0532441000,202501,2022910178,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910178&pblancNo=2022910178,2022-07-01,2022-06-23,,,2022-06-28,2022-06-28,3
케이비부동산신탁(주),2022-07-08,2022-07-08,,,http://umodelhouse.com/,2022910183,금남로 한신더휴 펜트하우스,04,무순위/잔여세대,광주광역시 동구 금남로3가 1-3번지 일원,61475,18991066,202405,2022910183,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910183&pblancNo=2022910183,2022-06-30,2022-06-22,,,2022-06-27,2022-06-27,36
삼정건설(주),2022-07-05,2022-07-05,,,http://www.사하삼정그린코아더시티.com,2022910179,사하 삼정그린코아 더시티,04,무순위/잔여세대,부산광역시 사하구 하단동 510-27번지,49325,0512015670,202501,2022910179,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910179&pblancNo=2022910179,2022-06-30,2022-06-22,,,2022-06-27,2022-06-27,10
신림 스카이 아파트,2022-07-06,2022-07-06,,,,2022910177,신림스카이아파트,04,무순위/잔여세대,"서울특별시 관악구 신림로 185(신림동, 신림 스카이 아파트)",08845,028779273,202207,2022910177,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910177&pblancNo=2022910177,2022-06-30,2022-06-20,,,2022-06-27,2022-06-27,5
임곡3지구주택재개발정비사업조합,2022-07-04,2022-07-04,,,https://xi.co.kr/pyeongchon,2022910160,평촌자이아이파크,04,무순위/잔여세대,경기도 안양시 동안구 비산동 515-2번지 일원,13916,0221545991,202208,2022910160,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910160&pblancNo=2022910160,2022-06-27,2022-06-17,,,2022-06-22,2022-06-22,36
(주)무궁화신탁,2022-06-30,2022-06-30,,,http://hj2-goldclass.com,2022910175,광주 화정 골드클래스 2차,04,무순위/잔여세대,광주광역시 서구 화정동 23-191번지 일원,61938,0625277770,202501,2022910175,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910175&pblancNo=2022910175,2022-06-23,2022-06-15,,,2022-06-20,2022-06-20,8
