EXCLUSE_AR,GP,HOUSE_MANAGE_NO,MODEL_NO,PBLANC_NO,SUBSCRPT_REQST_AMOUNT,SUPLY_AMOUNT,SUPLY_HSHLDCO,TP,`TP
17.9500,-,2020950022,01,2020950022,100,13917,12,17A0,
19.8700,-,2020950022,02,2020950022,100,15062,36,19A,
20.3200,-,2020950022,03,2020950022,100,15264,60,20B,
20.5000,-,2020950022,04,2020950022,100,17627,112,20C,
23.5700,-,2020950022,05,2020950022,100,19504,12,23F0,
28.1300,-,2020950022,06,2020950022,100,23383,12,28F1,
58.5700,-,2020950022,14,2020950022,100,42166,4,58J,
28.4600,-,2020950022,08,2020950022,100,24570,12,28E,
30.5800,-,2020950022,09,2020950022,100,24528,12,30F3,
32.8200,-,2020950022,10,2020950022,100,25376,12,32F2,
34.6700,-,2020950022,11,2020950022,100,27019,12,34H,
42.9100,-,2020950022,12,2020950022,100,32648,4,42I,
51.2600,-,2020950022,13,2020950022,100,38128,12,51G,
28.1300,-,2020950022,07,2020950022,100,22896,100,28D,
21.0554,-,2020950021,01,2020950021,100,12971,219,A,
28.5490,-,2020950021,03,2020950021,100,17217,30,C,
30.8315,-,2020950021,02,2020950021,100,18560,60,B,
84.1186,3,2020950020,11,2020950020,300,69380,24,O-84Aa-6,
84.2615,3,2020950020,10,2020950020,300,69380,117,O-84Aa-5,
84.8497,3,2020950020,13,2020950020,300,69380,15,O-84Ab-2,
84.2686,3,2020950020,14,2020950020,300,69380,15,O-84Ab-3,
84.9926,3,2020950020,15,2020950020,300,69380,40,O-84B-1,
84.6192,3,2020950020,16,2020950020,300,69380,35,O-84B-2,
84.3218,3,2020950020,17,2020950020,300,69380,40,O-84B-3,
84.7284,3,2020950020,18,2020950020,300,69380,32,O-84C-1,
84.9624,3,2020950020,19,2020950020,300,69380,28,O-84C-2,
84.3220,3,2020950020,20,2020950020,300,69380,32,O-84C-3,
84.8312,3,2020950020,21,2020950020,300,69380,16,O-84D-1,
84.4868,3,2020950020,22,2020950020,300,69380,16,O-84D-2,
84.2052,3,2020950020,23,2020950020,300,69380,14,O-84D-3,
40.4448,1,2020950020,01,2020950020,300,38980,23,O-40A,
41.5118,1,2020950020,02,2020950020,300,39980,69,O-41A,
42.5308,1,2020950020,03,2020950020,300,39980,46,O-42A,
46.6558,1,2020950020,04,2020950020,300,42880,46,O-46A,
59.0917,2,2020950020,05,2020950020,300,49980,46,O-59A,
84.9485,3,2020950020,06,2020950020,300,69380,118,O-84Aa-1,
84.6316,3,2020950020,07,2020950020,300,69380,23,O-84Aa-2,
84.5156,3,2020950020,08,2020950020,300,69380,22,O-84Aa-3,
84.9351,3,2020950020,09,2020950020,300,69380,110,O-84Aa-4,
84.9485,3,2020950020,12,2020950020,300,69380,16,O-84Ab-1,
20.6830,1,2020950019,02,2020950019,100,15800,42,20A-b,
63.4240,3,2020950019,27,2020950019,100,54400,8,63J2,
24.5470,1,2020950019,04,2020950019,100,17900,136,24B,
20.6830,1,2020950019,05,2020950019,100,16700,8,20E,
22.9370,1,2020950019,06,2020950019,100,17700,4,22E2,
35.7620,2,2020950019,07,2020950019,100,26100,162,35C,
36.0280,2,2020950019,08,2020950019,100,26100,42,36C2a-1,
36.0280,2,2020950019,09,2020950019,100,27000,42,36C2a-2,
20.6830,1,2020950019,01,2020950019,100,15600,670,20A-a,
36.0280,2,2020950019,10,2020950019,100,26300,36,36C2b-1,
36.0280,2,2020950019,11,2020950019,100,27300,42,36C2b-2,
38.7380,2,2020950019,12,2020950019,100,27400,14,38C3a-1,
38.7380,2,2020950019,13,2020950019,100,28400,14,38C3a-2,
38.7380,2,2020950019,14,2020950019,100,27700,12,38C3b-1,
38.7380,2,2020950019,15,2020950019,100,28700,14,38C3b-2,
36.0010,2,2020950019,16,2020950019,100,25300,54,36C4,
35.7620,2,2020950019,17,2020950019,100,27700,14,35F-a,
35.7620,2,2020950019,18,2020950019,100,28100,2,35F-b,
36.0010,2,2020950019,19,2020950019,100,26800,4,36F2,
39.5560,2,2020950019,20,2020950019,100,30600,8,39G,
43.3850,2,2020950019,21,2020950019,100,33800,14,43I-a,
43.3850,2,2020950019,22,2020950019,100,34000,2,43I-b,
43.3850,2,2020950019,23,2020950019,100,31600,8,43I2,
40.8040,3,2020950019,24,2020950019,100,30200,108,40D,
40.7340,3,2020950019,25,2020950019,100,29700,108,40D2,
61.5470,3,2020950019,26,2020950019,100,52600,8,61J,
22.9370,1,2020950019,03,2020950019,100,16600,54,22A2,
29.4420,1,2020950018,01,2020950018,100,37090,182,29A,
29.0180,1,2020950018,02,2020950018,100,38901,26,29B,
29.2010,1,2020950018,03,2020950018,100,38901,26,29C,
23.7850,3,2020950018,08,2020950018,100,22144,36,23C,
25.7460,2,2020950018,05,2020950018,100,27998,39,25B,
23.7850,3,2020950018,06,2020950018,100,21579,81,23A,
23.9810,3,2020950018,07,2020950018,100,20863,13,23B,
25.7690,2,2020950018,04,2020950018,100,29096,143,25A,
24.5533,1,2020950017,01,2020950017,100,45100,66,24B,
24.5533,1,2020950017,02,2020950017,100,46470,11,24D,
29.4564,1,2020950017,03,2020950017,100,53740,77,29B,
42.2349,2,2020950017,07,2020950017,100,76550,11,42B,
28.4064,1,2020950017,05,2020950017,100,51450,77,28B,
40.7637,2,2020950017,06,2020950017,100,73370,29,40B,
29.4564,1,2020950017,04,2020950017,100,55010,22,29D,
24.0480,1,2020950016,01,2020950016,500,18680,120,24A,
24.0480,1,2020950016,02,2020950016,500,19045,24,24A1,
21.6744,1,2020950016,03,2020950016,500,17177,75,21B,
21.6744,1,2020950016,04,2020950016,500,17542,15,21B1,
23.6164,2,2020950016,10,2020950016,500,18841,3,23E1,
27.3021,2,2020950016,06,2020950016,500,22222,12,27C1,
28.4676,2,2020950016,07,2020950016,500,22545,60,28D,
28.4676,2,2020950016,08,2020950016,500,22974,12,28D1,
23.6164,2,2020950016,09,2020950016,500,18487,15,23E,
27.3021,2,2020950016,05,2020950016,500,21793,60,27C,
61.5800,1,2020950015,02,2020950015,100,32400,2,61B,
61.5800,1,2020950015,03,2020950015,100,32300,2,61C,
61.5800,1,2020950015,04,2020950015,100,32200,1,61D,
61.5800,1,2020950015,05,2020950015,100,32000,2,61E,
61.5800,1,2020950015,01,2020950015,100,32600,2,61A,
61.5800,1,2020950015,07,2020950015,100,31500,2,61G,
61.5800,1,2020950015,08,2020950015,100,31100,2,61H,
61.5800,1,2020950015,09,2020950015,100,30500,2,61I,
61.5800,1,2020950015,10,2020950015,100,29900,1,61J,
61.5800,1,2020950015,06,2020950015,100,31800,2,61F,
84.9700,1,2020950014,01,2020950014,100,45840,217,84A,
84.9600,1,2020950014,02,2020950014,100,45800,106,84B,
84.9200,1,2020950014,03,2020950014,100,44540,54,84C,
63.1700,4,2020950014,08,2020950014,100,31570,1,63,
84.9600,2,2020950014,05,2020950014,100,47450,4,84E,
84.9600,2,2020950014,06,2020950014,100,46880,2,84F,
27.3600,3,2020950014,07,2020950014,100,14240,2,27,
84.9700,2,2020950014,04,2020950014,100,47480,6,84D,
27.6087,-,2020950013,01,2020950013,100,20132,1,27A,
83.3879,-,2020950013,26,2020950013,100,70599,1,83D,
69.0787,-,2020950013,03,2020950013,100,50262,20,69A,
44.3518,-,2020950013,04,2020950013,100,33292,54,44A,
48.6056,-,2020950013,05,2020950013,100,36469,76,48A,
55.7230,-,2020950013,06,2020950013,100,48071,2,55A,
59.7104,-,2020950013,07,2020950013,100,45960,1,59A,
65.2049,-,2020950013,08,2020950013,100,56210,1,65A,
67.1085,-,2020950013,09,2020950013,100,59817,1,67A,
74.3140,-,2020950013,10,2020950013,100,53645,7,74A,
80.5145,-,2020950013,11,2020950013,100,61666,2,80B,
79.1085,-,2020950013,12,2020950013,100,64744,18,79A,
80.9235,-,2020950013,13,2020950013,100,66232,19,80A1,
80.0235,-,2020950013,14,2020950013,100,64853,14,80A2,
84.7633,-,2020950013,15,2020950013,100,69371,48,84A1,
84.9333,-,2020950013,16,2020950013,100,69506,48,84A2,
83.8633,-,2020950013,17,2020950013,100,83742,48,83A,
83.2604,-,2020950013,18,2020950013,100,68153,2,83B,
84.1096,-,2020950013,19,2020950013,100,68830,3,84B,
83.2604,-,2020950013,20,2020950013,100,83212,3,83C,
82.6615,-,2020950013,21,2020950013,100,67666,2,82A1,
84.5109,-,2020950013,22,2020950013,100,69154,3,84C,
82.6615,-,2020950013,23,2020950013,100,82681,3,82A2,
84.4745,-,2020950013,24,2020950013,100,84272,1,84D,
84.3176,-,2020950013,25,2020950013,100,84154,6,84E,
33.5559,-,2020950013,02,2020950013,100,28839,2,33A,
27.6600,6,2020950011,12,2020950011,100,23417,200,F,
37.0700,7,2020950011,13,2020950011,100,28537,60,G,
22.5200,1,2020950011,01,2020950011,100,16994,166,A,
22.5200,2,2020950011,02,2020950011,100,18073,5,B-1,
22.5200,2,2020950011,03,2020950011,100,18244,4,B-2,
22.5200,2,2020950011,04,2020950011,100,18608,35,B-3,
27.2100,5,2020950011,11,2020950011,100,20542,23,E-2,
24.6600,3,2020950011,06,2020950011,100,18618,5,C-1,
26.7700,3,2020950011,07,2020950011,100,20008,5,C-2,
26.8500,4,2020950011,08,2020950011,100,20061,37,D-1,
26.8500,4,2020950011,09,2020950011,100,20061,30,D-2,
27.2100,5,2020950011,10,2020950011,100,20542,23,E-1,
22.5200,2,2020950011,05,2020950011,100,18426,27,B-4,
57.9846,1,2020950010,01,2020950010,100,30280,16,57A,
57.9935,1,2020950010,02,2020950010,100,30290,12,57B,
57.9935,1,2020950010,03,2020950010,100,29390,20,57C,
84.9085,2,2020950010,04,2020950010,100,47000,3,84AT,
84.9841,3,2020950010,09,2020950010,100,49710,84,84B,
84.9841,2,2020950010,06,2020950010,100,48830,3,84BT,
84.9085,3,2020950010,07,2020950010,100,50120,168,84A,
84.9972,3,2020950010,08,2020950010,100,48430,84,84A1,
84.9972,2,2020950010,05,2020950010,100,46830,2,84A1T,
23.2338,1,2020950009,01,2020950009,100,15950,195,23,
37.2811,2,2020950009,04,2020950009,100,25714,12,37B,
37.2811,1,2020950009,03,2020950009,100,28464,12,37A,
28.1988,2,2020950009,02,2020950009,100,18980,143,28,
59.9049,-,2020950008,02,2020950008,100,33860,46,59B,
59.9322,-,2020950008,01,2020950008,100,33780,274,59A,
17.5600,1,2020950007,01,2020950007,300,30088,281,17TA,
17.6500,1,2020950007,02,2020950007,300,30243,20,17TB,
17.4600,1,2020950007,03,2020950007,300,29917,20,17TC,
17.0000,1,2020950007,04,2020950007,300,28849,21,17TD,
17.9300,1,2020950007,05,2020950007,300,29540,21,17TE,
17.2800,1,2020950007,06,2020950007,300,28754,21,17TF,
32.0300,3,2020950007,14,2020950007,300,56467,1,32B,
17.3400,1,2020950007,08,2020950007,300,28854,21,17TH,
17.1400,1,2020950007,09,2020950007,300,28521,21,17TI,
18.3600,2,2020950007,10,2020950007,300,31671,78,18CA,
17.9100,2,2020950007,11,2020950007,300,30009,19,17CB,
17.2500,2,2020950007,12,2020950007,300,29273,21,17CC,
32.0300,3,2020950007,13,2020950007,300,56467,3,32A,
17.3400,1,2020950007,07,2020950007,300,28854,21,17TG,
26.7659,-,2020950006,01,2020950006,100,12405,291,26A,
53.7035,-,2020950006,02,2020950006,100,26820,103,53B,
84.7243,-,2020950006,06,2020950006,100,44606,4,84E,
55.0639,-,2020950006,04,2020950006,100,25468,81,55C,
59.3716,-,2020950006,05,2020950006,100,28258,9,59D,
53.7035,-,2020950006,03,2020950006,100,26820,18,53B-1,
21.7950,-,2020950005,01,2020950005,300,14200,238,A1,
23.8700,-,2020950005,02,2020950005,300,14520,34,A2,
28.4440,-,2020950005,05,2020950005,300,19650,17,C2,
28.4440,-,2020950005,04,2020950005,300,19650,153,C1,
27.9910,-,2020950005,03,2020950005,300,18470,306,B,
32.6262,1,2020950004,01,2020950004,100,23700,70,32,
54.9480,1,2020950004,02,2020950004,100,38300,5,54,
70.9284,1,2020950004,03,2020950004,100,46700,32,70,
33.4695,2,2020950004,04,2020950004,100,24100,156,33,
34.2295,3,2020950004,09,2020950004,100,24800,147,34,
47.2854,2,2020950004,06,2020950004,100,33600,5,47,
28.9415,3,2020950004,07,2020950004,100,20500,120,28,
29.2501,3,2020950004,08,2020950004,100,16000,10,29,
39.3246,2,2020950004,05,2020950004,100,28300,5,39,
22.0080,-,2020950003,01,2020950003,100,14350,264,22,
22.1420,-,2020950003,02,2020950003,100,14250,69,22-1,
21.9960,-,2020950003,03,2020950003,100,14150,22,22T,
22.2340,-,2020950003,07,2020950003,100,14355,8,22S,
22.0400,-,2020950003,05,2020950003,100,13350,5,22A-1,
22.5960,-,2020950003,06,2020950003,100,13350,1,22A-2,
22.1020,-,2020950003,04,2020950003,100,13350,23,22A,
84.9809,-,2020850010,01,2020850010,10,52850,117,84A,
84.9991,-,2020850010,18,2020850010,10,45030,12,84R,
84.5792,-,2020850010,03,2020850010,10,52350,60,84C,
84.9713,-,2020850010,04,2020850010,10,52600,32,84D,
84.9435,-,2020850010,05,2020850010,10,52570,30,84E,
84.9435,-,2020850010,06,2020850010,10,52570,27,84F,
84.9991,-,2020850010,07,2020850010,10,51870,18,84G,
84.9991,-,2020850010,08,2020850010,10,51870,15,84H,
84.9500,-,2020850010,09,2020850010,10,53590,4,84I,
84.9500,-,2020850010,10,2020850010,10,53070,4,84J,
84.9809,-,2020850010,11,2020850010,10,45710,31,84K,
84.9331,-,2020850010,12,2020850010,10,44780,5,84L,
84.5792,-,2020850010,13,2020850010,10,43910,3,84M,
84.9713,-,2020850010,14,2020850010,10,45250,7,84N,
84.9435,-,2020850010,15,2020850010,10,45690,15,84O,
84.9435,-,2020850010,16,2020850010,10,45690,18,84P,
84.9991,-,2020850010,17,2020850010,10,45030,9,84Q,
84.9331,-,2020850010,02,2020850010,10,52820,88,84B,
84.9706,-,2020850009,02,2020850009,10,9500,614,84A,
72.9609,-,2020850009,01,2020850009,10,8400,189,72C,
62.6200,-,2020850008,01,2020850008,10,8100,204,62A,
62.6200,-,2020850008,02,2020850008,10,7300,142,62B,
74.6600,-,2020850008,03,2020850008,10,10000,63,74A,
74.6200,-,2020850008,04,2020850008,10,8900,87,74B,
74.6100,-,2020850008,05,2020850008,10,10000,112,74C,
84.7200,-,2020850008,11,2020850008,10,11900,59,84F,
84.5100,-,2020850008,07,2020850008,10,11900,105,84B,
84.6900,-,2020850008,08,2020850008,10,11900,225,84C,
84.6600,-,2020850008,09,2020850008,10,10600,62,84D,
84.6700,-,2020850008,10,2020850008,10,11900,2,84E,
84.8300,-,2020850008,06,2020850008,10,11900,384,84A,
64.9800,-,2020850007,01,2020850007,10,20900,46,64A,
64.9800,-,2020850007,02,2020850007,10,23400,92,64B,
64.9600,-,2020850007,03,2020850007,10,20900,23,64C,
79.9700,-,2020850007,08,2020850007,10,24800,167,79B,
64.9200,-,2020850007,05,2020850007,10,20900,25,64E,
64.9200,-,2020850007,06,2020850007,10,23400,90,64F,
79.9700,-,2020850007,07,2020850007,10,22000,56,79A,
64.9600,-,2020850007,04,2020850007,10,23400,98,64D,
64.8900,-,2020850006,01,2020850006,10,20300,89,64A,
79.9300,-,2020850006,14,2020850006,10,24000,4,79E,
64.9300,-,2020850006,03,2020850006,10,20300,40,64C,
64.9300,-,2020850006,04,2020850006,10,22700,148,64D,
64.9500,-,2020850006,05,2020850006,10,22700,21,64E,
64.9300,-,2020850006,06,2020850006,10,22700,20,64F,
64.7800,-,2020850006,07,2020850006,10,22700,73,64G,
64.9500,-,2020850006,08,2020850006,10,20300,35,64H,
64.9500,-,2020850006,09,2020850006,10,22700,67,64I,
79.9200,-,2020850006,10,2020850006,10,21500,77,79A,
79.8900,-,2020850006,15,2020850006,10,21500,18,79F,
79.8900,-,2020850006,16,2020850006,10,24000,68,79G,
79.8900,-,2020850006,17,2020850006,10,24000,35,79H,
79.7500,-,2020850006,18,2020850006,10,24000,6,79I,
79.9200,-,2020850006,11,2020850006,10,24000,136,79B,
79.9300,-,2020850006,12,2020850006,10,21500,38,79C,
79.9300,-,2020850006,13,2020850006,10,24000,140,79D,
64.8900,-,2020850006,02,2020850006,10,22700,152,64B,
18.7080,-,2020850005,01,2020850005,10,5000,38,18,
84.5552,-,2020850005,16,2020850005,10,20000,11,84C,
59.8032,-,2020850005,03,2020850005,10,14500,1064,59A,
59.5385,-,2020850005,04,2020850005,10,14500,182,59B,
59.8168,-,2020850005,05,2020850005,10,14500,12,59C,
59.5381,-,2020850005,06,2020850005,10,14500,32,59D,
59.8032,-,2020850005,07,2020850005,10,13000,288,59E,
59.5385,-,2020850005,08,2020850005,10,13000,265,59F,
59.8168,-,2020850005,09,2020850005,10,13000,28,59G,
59.5381,-,2020850005,10,2020850005,10,13000,29,59H,
69.2824,-,2020850005,11,2020850005,10,16500,479,69A,
69.4834,-,2020850005,12,2020850005,10,16500,495,69B,
69.3321,-,2020850005,13,2020850005,10,16500,464,69C,
84.5552,-,2020850005,14,2020850005,10,20000,10,84A,
84.1614,-,2020850005,15,2020850005,10,20000,113,84B,
35.3029,-,2020850005,02,2020850005,10,7000,68,35,
84.9795,-,2020850004,07,2020850004,10,11200,172,84B,
59.8985,-,2020850004,01,2020850004,10,10300,52,59C,
59.8849,-,2020850004,02,2020850004,10,10300,88,59D,
72.9738,-,2020850004,03,2020850004,10,10600,63,72A,
72.9738,-,2020850004,04,2020850004,10,10600,36,72B,
72.9088,-,2020850004,05,2020850004,10,10600,96,72C,
84.9798,-,2020850004,06,2020850004,10,11200,175,84A,
99.9600,-,2020850003,04,2020850003,10,16800,14,99A,
69.9800,-,2020850003,01,2020850003,10,12500,30,69,
105.9800,-,2020850003,06,2020850003,10,17200,81,105,
99.4800,-,2020850003,05,2020850003,10,16800,80,99B,
84.9700,-,2020850003,03,2020850003,10,16000,287,84B,
84.9700,-,2020850003,02,2020850003,10,14800,102,84A,
39.1600,-,2020850002,03,2020850002,10,1630,9,39A,
27.8200,-,2020850002,01,2020850002,10,1180,39,27B,
30.2100,-,2020850002,02,2020850002,10,1280,30,30,
39.2200,-,2020850002,04,2020850002,10,1630,120,39B,
84.9716,-,2020850001,04,2020850001,10,22000,6,84B,
74.9145,-,2020850001,03,2020850001,10,20000,30,74B,
74.9361,-,2020850001,02,2020850001,10,20000,135,74A,
59.9480,-,2020850001,01,2020850001,10,17000,47,59,
